wall_time_s,state_time_ms,loop_iter,participant_id,side,boot_id,phase,weight_kg,test_mode,approach,t_rise,t_fall,t_peak,peak_torque_norm,kp_cur,ki_cur,kd_cur,ff_cur,kp_pos,ki_pos,kd_pos,accelx,accely,accelz,gyrox,gyroy,gyroz_signed,mot_ang_raw,mot_ang_zeroed,mot_vel,mot_cur_meas_mA,mot_volt_mV,ank_ang_raw,ank_ang_zeroed,ank_vel,ank_vel_filt,batt_volt_mV,batt_curr_mA,temp_C,status_mn,status_ex,status_re,controller_mode,gains_mode,tau_Nm,current_cmd_mA,wm_wa,mot_pos_setpoint,mot_pos_error,num_gait,percent_gait,expected_dur_ms,current_dur_ms,hs_armed,armed_time_ms,refractory_ms,seg_trigger,arm_thr,trg_thr,stride_idx_in_phase
0.0000,50028,0,SAV5,L,C719,Familiarization,68,rise_time,from_above,25.3,10.3,51.3,0.225,40,250,0,128,100,20,35,-614,-8192,870,-46,19,11,29370,-495,0,-3,0,4362,-44,0,0.0,36387,85,27,79,0,0,idle_no_slack,current,0.0000,800.0,12.501,0,-29370,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0157,50048,1,SAV5,L,C719,Familiarization,68,rise_time,from_above,25.3,10.3,51.3,0.225,40,250,0,128,100,20,35,-1504,-8128,858,-51,8,39,29375,-490,30,350,352,4362,-44,0,0.0,36386,93,27,79,0,0,idle_no_slack,current,0.0000,800.0,12.501,0,-29375,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0259,50058,2,SAV5,L,C719,Familiarization,68,rise_time,from_above,25.3,10.3,51.3,0.225,40,250,0,128,100,20,35,-788,-8162,818,-40,-87,183,29450,-415,195,761,552,4368,-38,0,0.0,36385,87,27,79,0,0,idle_no_slack,current,0.0000,800.0,12.503,0,-29450,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0362,50068,3,SAV5,L,C719,Familiarization,68,rise_time,from_above,25.3,10.3,51.3,0.225,40,250,0,128,100,20,35,1166,-8180,982,-85,-388,306,29540,-325,180,848,400,4376,-30,1,0.09131490043583196,36387,97,27,79,0,0,idle_no_slack,current,0.0000,800.0,12.507,0,-29540,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0466,50078,4,SAV5,L,C719,Familiarization,68,rise_time,from_above,25.3,10.3,51.3,0.225,40,250,0,128,100,20,35,330,-8386,1246,-92,-370,305,29578,-287,51,817,296,4381,-25,0,0.27233808805694154,36387,106,27,79,0,0,idle_no_slack,current,0.0000,800.0,12.509,0,-29578,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0570,50088,5,SAV5,L,C719,Familiarization,68,rise_time,from_above,25.3,10.3,51.3,0.225,40,250,0,128,100,20,35,-2522,-8120,536,-56,60,112,29587,-278,13,808,256,4382,-24,0,0.3271143849111663,36386,115,27,79,0,0,idle_no_slack,current,0.0000,800.0,12.509,0,-29587,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0674,50098,6,SAV5,L,C719,Familiarization,68,rise_time,from_above,25.3,10.3,51.3,0.225,40,250,0,128,100,20,35,-2104,-8094,630,-34,145,-37,29587,-278,-5,798,248,4383,-23,0,0.22667653782833924,36383,101,27,79,0,0,idle_no_slack,current,0.0000,800.0,12.510,0,-29587,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0777,50108,7,SAV5,L,C719,Familiarization,68,rise_time,from_above,25.3,10.3,51.3,0.225,40,250,0,128,100,20,35,-386,-8142,888,-22,154,-95,29585,-280,-11,803,240,4381,-25,0,0.10896199213249556,36378,85,27,79,0,0,idle_no_slack,current,0.0000,800.0,12.509,0,-29585,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0880,50128,8,SAV5,L,C719,Familiarization,68,rise_time,from_above,25.3,10.3,51.3,0.225,40,250,0,128,100,20,35,-166,-8194,898,-50,-57,58,29582,-283,0,798,256,4381,-25,0,0.028237304271883895,36381,90,27,79,0,0,idle_no_slack,current,0.0000,800.0,12.509,0,-29582,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0983,50138,9,SAV5,L,C719,Familiarization,68,rise_time,from_above,25.3,10.3,51.3,0.225,40,250,0,128,100,20,35,-780,-8150,770,-45,-72,71,29584,-281,-1,797,256,4383,-23,0,-0.010141822720111247,36384,94,27,79,0,0,idle_no_slack,current,0.0000,800.0,12.510,0,-29584,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.1086,50148,10,SAV5,L,C719,Familiarization,68,rise_time,from_above,25.3,10.3,51.3,0.225,40,250,0,128,100,20,35,-1174,-8158,782,-25,35,5,29586,-279,1,796,248,4382,-24,0,-0.019780518932148394,36383,84,27,79,0,0,idle_no_slack,current,0.0000,800.0,12.509,0,-29586,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.1190,50158,11,SAV5,L,C719,Familiarization,68,rise_time,from_above,25.3,10.3,51.3,0.225,40,250,0,128,100,20,35,-872,-8112,910,-26,54,-23,29586,-279,-9,801,248,4382,-24,0,-0.015906535589129214,36380,80,27,79,0,0,idle_no_slack,current,0.0000,800.0,12.509,0,-29586,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.1294,50168,12,SAV5,L,C719,Familiarization,68,rise_time,from_above,25.3,10.3,51.3,0.225,40,250,0,128,100,20,35,-380,-8158,1064,-43,28,-8,29584,-281,1,798,240,4381,-25,0,-0.00874967078612804,36379,78,27,79,0,0,idle_no_slack,current,0.0000,800.0,12.509,0,-29584,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
