wall_time_s,state_time_ms,loop_iter,participant_id,side,boot_id,phase,weight_kg,test_mode,approach,t_rise,t_fall,t_peak,peak_torque_norm,kp_cur,ki_cur,kd_cur,ff_cur,kp_pos,ki_pos,kd_pos,accelx,accely,accelz,gyrox,gyroy,gyroz_signed,mot_ang_raw,mot_ang_zeroed,mot_vel,mot_cur_meas_mA,mot_volt_mV,ank_ang_raw,ank_ang_zeroed,ank_vel,ank_vel_filt,batt_volt_mV,batt_curr_mA,temp_C,status_mn,status_ex,status_re,controller_mode,gains_mode,tau_Nm,current_cmd_mA,wm_wa,mot_pos_setpoint,mot_pos_error,num_gait,percent_gait,expected_dur_ms,current_dur_ms,hs_armed,armed_time_ms,refractory_ms,seg_trigger,arm_thr,trg_thr,stride_idx_in_phase
0.0000,83163,0,YA1,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.12,40,250,0,128,100,20,35,-342,-8284,194,-44,43,-12,-9160,-1558,-2,0,0,4116,-64,0,0.0,37034,361,29,79,0,0,idle_no_slack,current,0.0000,-800.0,12.053,0,9160,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0103,83173,1,YA1,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.12,40,250,0,128,100,20,35,-330,-8302,192,-47,38,-4,-9159,-1559,7,0,0,4115,-63,0,0.0,37030,367,29,79,0,0,idle_no_slack,current,0.0000,-800.0,12.054,0,9159,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0205,83183,2,YA1,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.12,40,250,0,128,100,20,35,-184,-8294,156,-53,42,-25,-9190,-1528,-149,-592,-528,4115,-63,0,0.0,37033,359,29,79,0,0,idle_no_slack,current,0.0000,-800.0,12.054,0,9190,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0326,83203,3,YA1,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.12,40,250,0,128,100,20,35,-440,-8234,276,-50,41,-11,-9599,-1119,-635,-781,-1880,4114,-62,0,0.0,37028,345,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.055,0,9599,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0435,83213,4,YA1,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.12,40,250,0,128,100,20,35,-282,-8302,216,-39,56,12,-9966,-752,-865,-828,-2456,4114,-62,0,0.0,37016,348,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.055,0,9966,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0539,83223,5,YA1,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.12,40,250,0,128,100,20,35,2568,-8668,1276,-8,567,1072,-10367,-351,-826,-938,-1976,4093,-41,-3,-0.2739447013074959,37011,368,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.073,0,10367,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0645,83233,6,YA1,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.12,40,250,0,128,100,20,35,-6152,-8092,122,-23,658,817,-10577,-141,-262,-893,-384,4068,-16,-2,-0.9996440650424885,37016,383,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.095,0,10577,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0749,83243,7,YA1,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.12,40,250,0,128,100,20,35,758,-7426,-700,-231,1319,600,-10569,-149,76,-824,-168,4056,-4,-1,-1.6173342312832137,37018,392,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.105,0,10569,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0853,83253,8,YA1,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.12,40,250,0,128,100,20,35,4250,-8832,1044,-24,261,320,-10570,-148,-51,-740,-344,4045,7,0,-1.6065964713642917,37022,360,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.114,0,10570,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0955,83263,9,YA1,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.12,40,250,0,128,100,20,35,2674,-7436,-260,3,-274,47,-10623,-95,-117,-803,-376,4043,9,0,-1.1073534369653315,37017,343,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.116,0,10623,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
