wall_time_s,state_time_ms,loop_iter,participant_id,side,boot_id,phase,weight_kg,test_mode,approach,t_rise,t_fall,t_peak,peak_torque_norm,kp_cur,ki_cur,kd_cur,ff_cur,kp_pos,ki_pos,kd_pos,accelx,accely,accelz,gyrox,gyroy,gyroz_signed,mot_ang_raw,mot_ang_zeroed,mot_vel,mot_cur_meas_mA,mot_volt_mV,ank_ang_raw,ank_ang_zeroed,ank_vel,ank_vel_filt,batt_volt_mV,batt_curr_mA,temp_C,status_mn,status_ex,status_re,controller_mode,gains_mode,tau_Nm,current_cmd_mA,wm_wa,mot_pos_setpoint,mot_pos_error,num_gait,percent_gait,expected_dur_ms,current_dur_ms,hs_armed,armed_time_ms,refractory_ms,seg_trigger,arm_thr,trg_thr,stride_idx_in_phase
0.0000,34592,0,MAX12,L,C719,Familiarization,80,rise_time,from_above,25.3,10.3,51.3,0.12,40,250,0,128,100,20,35,-1084,-8046,1384,-45,16,17,31463,-1943,-7,-5,0,4535,-143,0,0.0,36534,50,26,79,0,0,idle_no_slack,current,0.0000,800.0,12.552,0,-31463,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0157,34612,1,MAX12,L,C719,Familiarization,80,rise_time,from_above,25.3,10.3,51.3,0.12,40,250,0,128,100,20,35,-296,-8498,1380,-51,-6,136,31518,-1888,187,706,584,4537,-141,0,0.0,36531,77,26,79,0,0,idle_no_slack,current,0.0000,800.0,12.553,0,-31518,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0278,34622,2,MAX12,L,C719,Familiarization,80,rise_time,from_above,25.3,10.3,51.3,0.12,40,250,0,128,100,20,35,-510,-6904,1742,-49,-196,335,31643,-1763,303,779,792,4545,-133,0,0.0,36525,92,26,79,0,0,idle_no_slack,current,0.0000,800.0,12.554,0,-31643,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0387,34632,3,MAX12,L,C719,Familiarization,80,rise_time,from_above,25.3,10.3,51.3,0.12,40,250,0,128,100,20,35,234,-8194,1606,-88,-275,423,31765,-1641,234,885,504,4555,-123,1,0.09131490043583196,36525,106,26,79,0,0,idle_no_slack,current,0.0000,800.0,12.554,0,-31765,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0492,34642,4,MAX12,L,C719,Familiarization,80,rise_time,from_above,25.3,10.3,51.3,0.12,40,250,0,128,100,20,35,-1138,-8088,1312,-78,-173,313,31829,-1577,91,864,288,4561,-117,0,0.27233808805694154,36528,106,26,79,0,0,idle_no_slack,current,0.0000,800.0,12.555,0,-31829,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0595,34652,5,MAX12,L,C719,Familiarization,80,rise_time,from_above,25.3,10.3,51.3,0.12,40,250,0,128,100,20,35,-2950,-8168,928,-38,73,42,31839,-1567,-3,823,216,4563,-115,0,0.3271143849111663,36534,112,26,79,0,0,idle_no_slack,current,0.0000,800.0,12.555,0,-31839,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0698,34662,6,MAX12,L,C719,Familiarization,80,rise_time,from_above,25.3,10.3,51.3,0.12,40,250,0,128,100,20,35,-2088,-8026,1052,-12,146,-54,31835,-1571,-9,794,240,4562,-116,0,0.22667653782833924,36536,126,26,79,0,0,idle_no_slack,current,0.0000,800.0,12.555,0,-31835,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0800,34672,7,MAX12,L,C719,Familiarization,80,rise_time,from_above,25.3,10.3,51.3,0.12,40,250,0,128,100,20,35,-262,-8214,1614,-32,37,-7,31835,-1571,0,801,240,4562,-116,0,0.10896199213249556,36539,136,26,79,0,0,idle_no_slack,current,0.0000,800.0,12.555,0,-31835,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0903,34682,8,MAX12,L,C719,Familiarization,80,rise_time,from_above,25.3,10.3,51.3,0.12,40,250,0,128,100,20,35,-530,-8064,1672,-62,-40,57,31835,-1571,7,797,240,4562,-116,0,0.028237304271883895,36543,120,26,79,0,0,idle_no_slack,current,0.0000,800.0,12.555,0,-31835,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.1005,34692,9,MAX12,L,C719,Familiarization,80,rise_time,from_above,25.3,10.3,51.3,0.12,40,250,0,128,100,20,35,-1676,-8048,1218,-69,-13,41,31838,-1568,5,800,248,4563,-115,0,-0.010141822720111247,36549,110,26,79,0,0,idle_no_slack,current,0.0000,800.0,12.555,0,-31838,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
