wall_time_s,state_time_ms,loop_iter,participant_id,side,boot_id,phase,weight_kg,test_mode,approach,t_rise,t_fall,t_peak,peak_torque_norm,kp_cur,ki_cur,kd_cur,ff_cur,kp_pos,ki_pos,kd_pos,accelx,accely,accelz,gyrox,gyroy,gyroz_signed,mot_ang_raw,mot_ang_zeroed,mot_vel,mot_cur_meas_mA,mot_volt_mV,ank_ang_raw,ank_ang_zeroed,ank_vel,ank_vel_filt,batt_volt_mV,batt_curr_mA,temp_C,status_mn,status_ex,status_re,controller_mode,gains_mode,tau_Nm,current_cmd_mA,wm_wa,mot_pos_setpoint,mot_pos_error,num_gait,percent_gait,expected_dur_ms,current_dur_ms,hs_armed,armed_time_ms,refractory_ms,seg_trigger,arm_thr,trg_thr,stride_idx_in_phase
0.0000,32083,0,MAX6,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.12,40,400,0,128,100,20,35,152,-8218,968,-50,43,-17,-11937,-394,1,0,0,3940,-58,0,0.0,36671,355,27,79,0,0,idle_no_slack,current,0.0000,-800.0,12.196,0,11937,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0104,32093,1,MAX6,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.12,40,400,0,128,100,20,35,146,-8218,972,-47,38,-18,-11939,-392,-5,0,0,3940,-58,0,0.0,36664,351,27,79,0,0,idle_no_slack,current,0.0000,-800.0,12.196,0,11939,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0207,32103,2,MAX6,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.12,40,400,0,128,100,20,35,786,-8092,1202,-32,61,77,-11976,-355,-143,-786,-464,3938,-56,0,0.0,36663,344,27,79,0,0,idle_no_slack,current,0.0000,-800.0,12.198,0,11976,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0309,32113,3,MAX6,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.12,40,400,0,128,100,20,35,-770,-8262,1174,-46,245,190,-12062,-269,-189,-804,-536,3931,-49,0,0.0,36663,346,27,79,0,0,idle_no_slack,current,0.0000,-800.0,12.203,0,12062,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0413,32123,4,MAX6,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.12,40,400,0,128,100,20,35,-434,-8296,1020,-59,591,232,-12137,-194,-151,-803,-424,3920,-38,-1,-0.09131490043583196,36666,343,27,79,0,0,idle_no_slack,current,0.0000,-800.0,12.211,0,12137,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0518,32133,5,MAX6,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.12,40,400,0,128,100,20,35,170,-8194,934,-187,788,235,-12172,-159,-50,-823,-296,3909,-27,0,-0.27233808805694154,36661,344,27,79,0,0,idle_no_slack,current,0.0000,-800.0,12.218,0,12172,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0621,32143,6,MAX6,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.12,40,400,0,128,100,20,35,874,-8292,1056,-105,558,191,-12190,-141,-31,-797,-288,3901,-19,0,-0.3271143849111663,36659,349,27,79,0,0,idle_no_slack,current,0.0000,-800.0,12.224,0,12190,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0724,32153,7,MAX6,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.12,40,400,0,128,100,20,35,1326,-8198,758,-31,38,47,-12202,-129,-13,-806,-248,3898,-16,0,-0.22667653782833924,36663,356,27,79,0,0,idle_no_slack,current,0.0000,-800.0,12.226,0,12202,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0827,32163,8,MAX6,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.12,40,400,0,128,100,20,35,896,-8124,858,-18,-80,-51,-12203,-128,8,-802,-224,3898,-16,0,-0.10896199213249556,36667,355,27,79,0,0,idle_no_slack,current,0.0000,-800.0,12.226,0,12203,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0930,32183,9,MAX6,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.12,40,400,0,128,100,20,35,64,-8212,892,-17,-150,-66,-12200,-131,5,-800,-232,3904,-22,0,-0.028237304271883895,36661,348,27,79,0,0,idle_no_slack,current,0.0000,-800.0,12.222,0,12200,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
