wall_time_s,state_time_ms,loop_iter,participant_id,side,boot_id,phase,weight_kg,test_mode,approach,t_rise,t_fall,t_peak,peak_torque_norm,kp_cur,ki_cur,kd_cur,ff_cur,kp_pos,ki_pos,kd_pos,accelx,accely,accelz,gyrox,gyroy,gyroz_signed,mot_ang_raw,mot_ang_zeroed,mot_vel,mot_cur_meas_mA,mot_volt_mV,ank_ang_raw,ank_ang_zeroed,ank_vel,ank_vel_filt,batt_volt_mV,batt_curr_mA,temp_C,status_mn,status_ex,status_re,controller_mode,gains_mode,tau_Nm,current_cmd_mA,wm_wa,mot_pos_setpoint,mot_pos_error,num_gait,percent_gait,expected_dur_ms,current_dur_ms,hs_armed,armed_time_ms,refractory_ms,seg_trigger,arm_thr,trg_thr,stride_idx_in_phase
0.0000,39412,0,MAX13,R,C6D9,Familiarization,90,rise_time,from_above,25.3,10.3,51.3,0.225,40,250,0,128,100,20,35,150,-8242,1038,-46,36,-16,-11377,-1232,7,0,0,3941,-84,0,0.0,36658,305,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.196,0,11377,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0106,39432,1,MAX13,R,C6D9,Familiarization,90,rise_time,from_above,25.3,10.3,51.3,0.225,40,250,0,128,100,20,35,282,-8264,992,-52,34,-34,-11386,-1223,-41,-316,-392,3940,-83,0,0.0,36653,303,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.196,0,11386,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0211,39442,2,MAX13,R,C6D9,Familiarization,90,rise_time,from_above,25.3,10.3,51.3,0.225,40,250,0,128,100,20,35,78,-8358,1018,-38,31,-27,-11485,-1124,-271,-693,-872,3941,-84,0,0.0,36652,305,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.196,0,11485,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0313,39452,3,MAX13,R,C6D9,Familiarization,90,rise_time,from_above,25.3,10.3,51.3,0.225,40,250,0,128,100,20,35,20,-8228,1024,-39,47,-11,-11671,-938,-452,-753,-1296,3941,-84,0,0.0,36648,298,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.196,0,11671,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0419,39462,4,MAX13,R,C6D9,Familiarization,90,rise_time,from_above,25.3,10.3,51.3,0.225,40,250,0,128,100,20,35,184,-8186,1116,-38,60,13,-11919,-690,-574,-784,-1640,3941,-84,0,0.0,36641,309,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.196,0,11919,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0526,39472,5,MAX13,R,C6D9,Familiarization,90,rise_time,from_above,25.3,10.3,51.3,0.225,40,250,0,128,100,20,35,-1422,-8962,1332,2,379,457,-12178,-431,-541,-876,-1256,3925,-68,-2,-0.18262980087166392,36636,321,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.207,0,12178,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0631,39482,6,MAX13,R,C6D9,Familiarization,90,rise_time,from_above,25.3,10.3,51.3,0.225,40,250,0,128,100,20,35,-2974,-7628,772,-191,1182,559,-12322,-287,-209,-895,-408,3903,-46,-2,-0.727305976985547,36633,324,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.223,0,12322,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0736,39492,7,MAX13,R,C6D9,Familiarization,90,rise_time,from_above,25.3,10.3,51.3,0.225,40,250,0,128,100,20,35,574,-8762,2048,-293,1256,424,-12325,-284,56,-853,-176,3884,-27,-2,-1.3815347468078798,36635,309,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.235,0,12325,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0841,39502,8,MAX13,R,C6D9,Familiarization,90,rise_time,from_above,25.3,10.3,51.3,0.225,40,250,0,128,100,20,35,5056,-8438,-848,-27,104,240,-12326,-283,-54,-756,-328,3879,-22,0,-1.6522580215928944,36644,281,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.239,0,12326,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0943,39512,9,MAX13,R,C6D9,Familiarization,90,rise_time,from_above,25.3,10.3,51.3,0.225,40,250,0,128,100,20,35,1450,-8500,838,57,-318,-177,-12356,-253,-54,-817,-296,3877,-20,0,-1.325505829744002,36648,260,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.240,0,12356,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
