wall_time_s,state_time_ms,loop_iter,participant_id,side,boot_id,phase,weight_kg,test_mode,approach,t_rise,t_fall,t_peak,peak_torque_norm,kp_cur,ki_cur,kd_cur,ff_cur,kp_pos,ki_pos,kd_pos,accelx,accely,accelz,gyrox,gyroy,gyroz_signed,mot_ang_raw,mot_ang_zeroed,mot_vel,mot_cur_meas_mA,mot_volt_mV,ank_ang_raw,ank_ang_zeroed,ank_vel,ank_vel_filt,batt_volt_mV,batt_curr_mA,temp_C,status_mn,status_ex,status_re,controller_mode,gains_mode,tau_Nm,current_cmd_mA,wm_wa,mot_pos_setpoint,mot_pos_error,num_gait,percent_gait,expected_dur_ms,current_dur_ms,hs_armed,armed_time_ms,refractory_ms,seg_trigger,arm_thr,trg_thr,stride_idx_in_phase
0.0000,93102,0,SAV2,L,C719,Familiarization,68,rise_time,from_above,25.3,10.3,51.3,0.12,40,400,0,128,100,20,35,-346,-8150,1074,-45,10,8,28121,-994,-6,0,0,4258,-83,0,0.0,37275,62,28,144,0,0,idle_no_slack,current,0.0000,800.0,12.444,0,-28121,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0175,93132,1,SAV2,L,C719,Familiarization,68,rise_time,from_above,25.3,10.3,51.3,0.12,40,400,0,128,100,20,35,-346,-7900,1156,-49,-16,157,28191,-924,210,758,576,4261,-80,0,0.0,37278,73,27,144,0,0,idle_no_slack,current,0.0000,800.0,12.446,0,-28191,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0278,93142,2,SAV2,L,C719,Familiarization,68,rise_time,from_above,25.3,10.3,51.3,0.12,40,400,0,128,100,20,35,930,-8124,1128,-79,-220,298,28296,-819,228,803,560,4270,-71,0,0.0,37274,78,28,144,0,0,idle_no_slack,current,0.0000,800.0,12.452,0,-28296,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0381,93152,3,SAV2,L,C719,Familiarization,68,rise_time,from_above,25.3,10.3,51.3,0.12,40,400,0,128,100,20,35,1114,-8204,1118,-70,-306,371,28368,-747,110,839,320,4277,-64,0,0.0,37270,83,28,144,0,0,idle_no_slack,current,0.0000,800.0,12.456,0,-28368,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0484,93162,4,SAV2,L,C719,Familiarization,68,rise_time,from_above,25.3,10.3,51.3,0.12,40,400,0,128,100,20,35,-1358,-8080,1034,-73,-114,327,28393,-722,47,792,328,4281,-60,0,0.0,37266,87,27,144,0,0,idle_no_slack,current,0.0000,800.0,12.458,0,-28393,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0587,93172,5,SAV2,L,C719,Familiarization,68,rise_time,from_above,25.3,10.3,51.3,0.12,40,400,0,128,100,20,35,-2118,-8146,954,-52,44,147,28428,-687,79,801,344,4285,-56,0,0.0,37267,87,28,144,0,0,idle_no_slack,current,0.0000,800.0,12.461,0,-28428,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0690,93182,6,SAV2,L,C719,Familiarization,68,rise_time,from_above,25.3,10.3,51.3,0.12,40,400,0,128,100,20,35,-1114,-8140,966,-46,50,79,28475,-640,109,799,352,4288,-53,0,0.0,37274,90,27,144,0,0,idle_no_slack,current,0.0000,800.0,12.462,0,-28475,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0794,93192,7,SAV2,L,C719,Familiarization,68,rise_time,from_above,25.3,10.3,51.3,0.12,40,400,0,128,100,20,35,158,-8184,952,-33,7,22,28495,-620,21,819,248,4289,-52,0,0.0,37276,95,27,144,0,0,idle_no_slack,current,0.0000,800.0,12.463,0,-28495,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0896,93202,8,SAV2,L,C719,Familiarization,68,rise_time,from_above,25.3,10.3,51.3,0.12,40,400,0,128,100,20,35,-264,-8198,968,-19,9,30,28488,-627,-13,798,248,4289,-52,0,0.0,37274,107,28,144,0,0,idle_no_slack,current,0.0000,800.0,12.463,0,-28488,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0999,93212,9,SAV2,L,C719,Familiarization,68,rise_time,from_above,25.3,10.3,51.3,0.12,40,400,0,128,100,20,35,-528,-8150,1036,-36,5,44,28490,-625,6,802,240,4289,-52,0,0.0,37268,109,27,144,0,0,idle_no_slack,current,0.0000,800.0,12.463,0,-28490,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
