wall_time_s,state_time_ms,loop_iter,participant_id,side,boot_id,phase,weight_kg,test_mode,approach,t_rise,t_fall,t_peak,peak_torque_norm,kp_cur,ki_cur,kd_cur,ff_cur,kp_pos,ki_pos,kd_pos,accelx,accely,accelz,gyrox,gyroy,gyroz_signed,mot_ang_raw,mot_ang_zeroed,mot_vel,mot_cur_meas_mA,mot_volt_mV,ank_ang_raw,ank_ang_zeroed,ank_vel,ank_vel_filt,batt_volt_mV,batt_curr_mA,temp_C,status_mn,status_ex,status_re,controller_mode,gains_mode,tau_Nm,current_cmd_mA,wm_wa,mot_pos_setpoint,mot_pos_error,num_gait,percent_gait,expected_dur_ms,current_dur_ms,hs_armed,armed_time_ms,refractory_ms,seg_trigger,arm_thr,trg_thr,stride_idx_in_phase
0.0000,203663,0,SAV8,L,C719,Familiarization,68,peak_time,from_above,25.299999999999997,10.300000000000004,51.3,0.225,40,250,0,128,100,20,35,-628,-8144,806,-48,11,7,28530,-856,2,2,0,4340,-32,0,0.0,36332,102,29,79,0,0,idle_no_slack,current,0.0000,800.0,12.490,0,-28530,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0237,203693,1,SAV8,L,C719,Familiarization,68,peak_time,from_above,25.299999999999997,10.300000000000004,51.3,0.225,40,250,0,128,100,20,35,-612,-8158,776,-40,27,-29,28717,-669,412,673,1136,4340,-32,0,0.0,36332,93,29,79,0,0,idle_no_slack,current,0.0000,800.0,12.490,0,-28717,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0416,203703,2,SAV8,L,C719,Familiarization,68,peak_time,from_above,25.299999999999997,10.300000000000004,51.3,0.225,40,250,0,128,100,20,35,-580,-8122,818,-43,26,-10,28979,-407,654,797,1856,4341,-31,0,0.0,36328,102,29,79,0,0,idle_no_slack,current,0.0000,800.0,12.491,0,-28979,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0550,203723,3,SAV8,L,C719,Familiarization,68,peak_time,from_above,25.299999999999997,10.300000000000004,51.3,0.225,40,250,0,128,100,20,35,5090,-8548,1682,-48,-594,687,29455,69,222,869,408,4376,4,1,0.09131490043583196,36328,115,29,79,0,0,idle_no_slack,current,0.0000,800.0,12.507,0,-29455,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0711,203733,4,SAV8,L,C719,Familiarization,68,peak_time,from_above,25.299999999999997,10.300000000000004,51.3,0.225,40,250,0,128,100,20,35,-3036,-8680,634,-53,-188,466,29456,70,-62,834,176,4379,7,0,0.27233808805694154,36325,104,29,79,0,0,idle_no_slack,current,0.0000,800.0,12.508,0,-29456,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0815,203753,5,SAV8,L,C719,Familiarization,68,peak_time,from_above,25.299999999999997,10.300000000000004,51.3,0.225,40,250,0,128,100,20,35,-1740,-8078,640,-1,231,-179,29472,86,13,820,224,4381,9,0,0.3271143849111663,36326,82,29,79,0,0,idle_no_slack,current,0.0000,800.0,12.509,0,-29472,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0918,203763,6,SAV8,L,C719,Familiarization,68,peak_time,from_above,25.299999999999997,10.300000000000004,51.3,0.225,40,250,0,128,100,20,35,610,-8232,838,25,172,-169,29456,70,-43,802,208,4379,7,0,0.22667653782833924,36333,89,29,79,0,0,idle_no_slack,current,0.0000,800.0,12.508,0,-29456,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.1021,203773,7,SAV8,L,C719,Familiarization,68,peak_time,from_above,25.299999999999997,10.300000000000004,51.3,0.225,40,250,0,128,100,20,35,832,-8142,1000,-14,-23,55,29448,62,7,782,248,4378,6,0,0.10896199213249556,36332,90,29,79,0,0,idle_no_slack,current,0.0000,800.0,12.508,0,-29448,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.1124,203783,8,SAV8,L,C719,Familiarization,68,peak_time,from_above,25.299999999999997,10.300000000000004,51.3,0.225,40,250,0,128,100,20,35,140,-8132,1064,-32,-95,152,29455,69,12,803,240,4379,7,0,0.028237304271883895,36333,85,29,79,0,0,idle_no_slack,current,0.0000,800.0,12.508,0,-29455,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.1226,203793,9,SAV8,L,C719,Familiarization,68,peak_time,from_above,25.299999999999997,10.300000000000004,51.3,0.225,40,250,0,128,100,20,35,-1726,-8140,734,-32,-47,101,29461,75,11,803,256,4380,8,0,-0.010141822720111247,36331,82,29,79,0,0,idle_no_slack,current,0.0000,800.0,12.508,0,-29461,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
