wall_time_s,state_time_ms,loop_iter,participant_id,side,boot_id,phase,weight_kg,test_mode,approach,t_rise,t_fall,t_peak,peak_torque_norm,kp_cur,ki_cur,kd_cur,ff_cur,kp_pos,ki_pos,kd_pos,accelx,accely,accelz,gyrox,gyroy,gyroz_signed,mot_ang_raw,mot_ang_zeroed,mot_vel,mot_cur_meas_mA,mot_volt_mV,ank_ang_raw,ank_ang_zeroed,ank_vel,ank_vel_filt,batt_volt_mV,batt_curr_mA,temp_C,status_mn,status_ex,status_re,controller_mode,gains_mode,tau_Nm,current_cmd_mA,wm_wa,mot_pos_setpoint,mot_pos_error,num_gait,percent_gait,expected_dur_ms,current_dur_ms,hs_armed,armed_time_ms,refractory_ms,seg_trigger,arm_thr,trg_thr,stride_idx_in_phase
0.0000,31479,0,MAX9,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.18,40,250,0,128,100,20,35,0,-8206,1132,-39,39,-3,-11139,-442,-9,2,0,3989,-39,0,0.0,37392,290,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.159,0,11139,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0136,31499,1,MAX9,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.18,40,250,0,128,100,20,35,50,-8190,1108,-48,49,7,-11140,-441,-10,-190,-352,3989,-39,0,0.0,37395,286,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.159,0,11140,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0244,31509,2,MAX9,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.18,40,250,0,128,100,20,35,38,-8200,1094,-31,44,4,-11237,-344,-279,-696,-848,3990,-40,0,0.0,37397,293,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.158,0,11237,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0348,31519,3,MAX9,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.18,40,250,0,128,100,20,35,114,-8188,1144,-34,58,27,-11409,-172,-417,-732,-1208,3987,-37,0,0.0,37403,290,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.161,0,11409,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0452,31529,4,MAX9,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.18,40,250,0,128,100,20,35,-2970,-8368,1570,-30,361,383,-11613,32,-436,-877,-1048,3973,-23,-1,-0.09131490043583196,37394,301,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.172,0,11613,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0559,31539,5,MAX9,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.18,40,250,0,128,100,20,35,-1862,-8004,1224,-158,867,493,-11740,159,-209,-929,-464,3954,-4,-1,-0.3636529884927735,37392,280,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.186,0,11740,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0664,31549,6,MAX9,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.18,40,250,0,128,100,20,35,-174,-9492,1952,-325,1379,380,-11757,176,22,-855,-216,3939,11,-1,-0.6907673734039399,37387,271,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.197,0,11757,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0768,31569,7,MAX9,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.18,40,250,0,128,100,20,35,2072,-8406,454,-8,-174,-87,-11779,198,-40,-805,-296,3929,21,0,-0.8261290107964472,37390,250,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.204,0,11779,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0873,31579,8,MAX9,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.18,40,250,0,128,100,20,35,-250,-7872,958,53,-382,-186,-11781,200,15,-814,-240,3932,18,0,-0.662752914872001,37394,250,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.202,0,11781,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
0.0995,31589,9,MAX9,R,C6D9,Familiarization,95,rise_time,from_above,25.3,10.3,51.3,0.18,40,250,0,128,100,20,35,-394,-8108,1496,64,-256,-157,-11769,188,38,-803,-224,3938,12,0,-0.3638758342327186,37399,241,28,79,0,0,idle_no_slack,current,0.0000,-800.0,12.198,0,11769,0,-1.00,-1,-1,0,-1,650,0,3280,-3280,0
